timestamp,location,temp_f,temp_c,region,demand_mw,hour,day_of_week,month,is_weekend,week_of_year,day_of_year
2024-06-01 22:00:00,Houston_TX,95.58,35.32,COAST,24677.3,22,5,6,True,22,153
2024-06-01 23:00:00,Houston_TX,91.34,32.97,COAST,24336.9,23,5,6,True,22,153
2024-06-02 00:00:00,Houston_TX,90.42,32.46,COAST,23489.9,0,6,6,True,22,154
2024-06-02 01:00:00,Houston_TX,90.89,32.71,COAST,23129.6,1,6,6,True,22,154
2024-06-02 02:00:00,Houston_TX,93.9,34.39,COAST,23700.8,2,6,6,True,22,154
2024-06-02 03:00:00,Houston_TX,94.75,34.86,COAST,23617.6,3,6,6,True,22,154
2024-06-02 04:00:00,Houston_TX,96.53,35.85,COAST,23345.0,4,6,6,True,22,154
2024-06-02 05:00:00,Houston_TX,98.5,36.94,COAST,23190.0,5,6,6,True,22,154
2024-06-02 06:00:00,Houston_TX,104.85,40.47,COAST,23043.3,6,6,6,True,22,154
2024-06-02 07:00:00,Houston_TX,100.55,38.08,COAST,22695.9,7,6,6,True,22,154
2024-06-02 08:00:00,Houston_TX,102.21,39.01,COAST,23853.0,8,6,6,True,22,154
2024-06-02 09:00:00,Houston_TX,103.12,39.51,COAST,22668.2,9,6,6,True,22,154
2024-06-02 10:00:00,Houston_TX,107.96,42.2,COAST,23563.5,10,6,6,True,22,154
2024-06-02 11:00:00,Houston_TX,110.04,43.36,COAST,23951.9,11,6,6,True,22,154
2024-06-02 12:00:00,Houston_TX,107.21,41.78,COAST,24404.6,12,6,6,True,22,154
2024-06-02 13:00:00,Houston_TX,105.12,40.62,COAST,24939.9,13,6,6,True,22,154
2024-06-02 14:00:00,Houston_TX,104.36,40.2,COAST,24807.1,14,6,6,True,22,154
2024-06-02 15:00:00,Houston_TX,106.78,41.54,COAST,24467.7,15,6,6,True,22,154
2024-06-02 16:00:00,Houston_TX,105.35,40.75,COAST,25050.1,16,6,6,True,22,154
2024-06-02 17:00:00,Houston_TX,102.92,39.4,COAST,24428.7,17,6,6,True,22,154
2024-06-02 18:00:00,Houston_TX,97.83,36.57,COAST,25330.8,18,6,6,True,22,154
2024-06-02 19:00:00,Houston_TX,98.0,36.67,COAST,24521.7,19,6,6,True,22,154
2024-06-02 20:00:00,Houston_TX,95.79,35.44,COAST,24140.2,20,6,6,True,22,154
2024-06-02 21:00:00,Houston_TX,94.38,34.66,COAST,23979.6,21,6,6,True,22,154
2024-06-02 22:00:00,Houston_TX,94.74,34.86,COAST,24036.1,22,6,6,True,22,154
2024-06-02 23:00:00,Houston_TX,92.33,33.51,COAST,23729.0,23,6,6,True,22,154
2024-06-03 00:00:00,Houston_TX,93.23,34.02,COAST,27266.0,0,0,6,False,23,155
2024-06-03 01:00:00,Houston_TX,91.97,33.32,COAST,26062.7,1,0,6,False,23,155
2024-06-03 02:00:00,Houston_TX,93.33,34.07,COAST,26363.0,2,0,6,False,23,155
2024-06-03 03:00:00,Houston_TX,95.45,35.25,COAST,26361.2,3,0,6,False,23,155
2024-06-03 04:00:00,Houston_TX,91.89,33.27,COAST,26361.3,4,0,6,False,23,155
2024-06-03 05:00:00,Houston_TX,96.66,35.92,COAST,26372.1,5,0,6,False,23,155
2024-06-03 06:00:00,Houston_TX,98.36,36.86,COAST,26157.4,6,0,6,False,23,155
2024-06-03 07:00:00,Houston_TX,100.0,37.78,COAST,26116.6,7,0,6,False,23,155
2024-06-03 08:00:00,Houston_TX,102.84,39.36,COAST,26203.5,8,0,6,False,23,155
2024-06-03 09:00:00,Houston_TX,108.93,42.74,COAST,26151.4,9,0,6,False,23,155
2024-06-03 10:00:00,Houston_TX,104.3,40.16,COAST,27031.5,10,0,6,False,23,155
2024-06-03 11:00:00,Houston_TX,109.68,43.16,COAST,27537.1,11,0,6,False,23,155
2024-06-03 12:00:00,Houston_TX,103.32,39.62,COAST,27124.4,12,0,6,False,23,155
2024-06-03 13:00:00,Houston_TX,106.42,41.35,COAST,27316.6,13,0,6,False,23,155
2024-06-03 14:00:00,Houston_TX,106.87,41.59,COAST,27611.7,14,0,6,False,23,155
2024-06-03 15:00:00,Houston_TX,106.65,41.47,COAST,27752.4,15,0,6,False,23,155
2024-06-03 16:00:00,Houston_TX,105.31,40.73,COAST,27560.5,16,0,6,False,23,155
2024-06-03 17:00:00,Houston_TX,103.59,39.77,COAST,28879.4,17,0,6,False,23,155
2024-06-03 18:00:00,Houston_TX,98.66,37.03,COAST,28310.6,18,0,6,False,23,155
2024-06-03 19:00:00,Houston_TX,96.31,35.73,COAST,27652.0,19,0,6,False,23,155
2024-06-03 20:00:00,Houston_TX,97.68,36.49,COAST,27857.2,20,0,6,False,23,155
2024-06-03 21:00:00,Houston_TX,93.4,34.11,COAST,27364.6,21,0,6,False,23,155
2024-06-03 22:00:00,Houston_TX,89.41,31.9,COAST,27257.0,22,0,6,False,23,155
2024-06-03 23:00:00,Houston_TX,88.97,31.65,COAST,27288.9,23,0,6,False,23,155
2024-06-04 00:00:00,Houston_TX,89.27,31.82,COAST,26731.2,0,1,6,False,23,156
2024-06-04 01:00:00,Houston_TX,93.08,33.94,COAST,26957.8,1,1,6,False,23,156
2024-06-04 02:00:00,Houston_TX,93.0,33.89,COAST,27031.6,2,1,6,False,23,156
2024-06-04 03:00:00,Houston_TX,95.64,35.35,COAST,26250.5,3,1,6,False,23,156
2024-06-04 04:00:00,Houston_TX,94.5,34.72,COAST,26150.1,4,1,6,False,23,156
2024-06-04 05:00:00,Houston_TX,97.89,36.61,COAST,26389.8,5,1,6,False,23,156
2024-06-04 06:00:00,Houston_TX,101.13,38.41,COAST,26401.3,6,1,6,False,23,156
2024-06-04 07:00:00,Houston_TX,100.86,38.26,COAST,26056.3,7,1,6,False,23,156
2024-06-04 08:00:00,Houston_TX,104.71,40.39,COAST,26300.1,8,1,6,False,23,156
2024-06-04 09:00:00,Houston_TX,103.57,39.76,COAST,27072.0,9,1,6,False,23,156
2024-06-04 10:00:00,Houston_TX,105.59,40.88,COAST,27601.7,10,1,6,False,23,156
2024-06-04 11:00:00,Houston_TX,106.34,41.3,COAST,27052.7,11,1,6,False,23,156
2024-06-04 12:00:00,Houston_TX,104.58,40.32,COAST,27082.5,12,1,6,False,23,156
2024-06-04 13:00:00,Houston_TX,108.51,42.51,COAST,27426.7,13,1,6,False,23,156
2024-06-04 14:00:00,Houston_TX,105.32,40.73,COAST,27340.3,14,1,6,False,23,156
2024-06-04 15:00:00,Houston_TX,105.26,40.7,COAST,27827.5,15,1,6,False,23,156
2024-06-04 16:00:00,Houston_TX,104.77,40.43,COAST,28304.0,16,1,6,False,23,156
2024-06-04 17:00:00,Houston_TX,102.75,39.31,COAST,28300.8,17,1,6,False,23,156
2024-06-04 18:00:00,Houston_TX,101.23,38.46,COAST,28628.8,18,1,6,False,23,156
2024-06-04 19:00:00,Houston_TX,97.25,36.25,COAST,27997.0,19,1,6,False,23,156
2024-06-04 20:00:00,Houston_TX,94.51,34.73,COAST,27930.8,20,1,6,False,23,156
2024-06-04 21:00:00,Houston_TX,93.71,34.28,COAST,27480.5,21,1,6,False,23,156
2024-06-04 22:00:00,Houston_TX,88.42,31.35,COAST,27867.9,22,1,6,False,23,156
2024-06-04 23:00:00,Houston_TX,88.22,31.23,COAST,26654.4,23,1,6,False,23,156
2024-06-05 00:00:00,Houston_TX,88.3,31.28,COAST,26228.6,0,2,6,False,23,157
2024-06-05 01:00:00,Houston_TX,89.38,31.88,COAST,25880.5,1,2,6,False,23,157
2024-06-05 02:00:00,Houston_TX,93.67,34.26,COAST,26680.5,2,2,6,False,23,157
2024-06-05 03:00:00,Houston_TX,91.68,33.16,COAST,26690.1,3,2,6,False,23,157
2024-06-05 04:00:00,Houston_TX,94.66,34.81,COAST,26143.7,4,2,6,False,23,157
2024-06-05 05:00:00,Houston_TX,100.78,38.21,COAST,27013.2,5,2,6,False,23,157
2024-06-05 06:00:00,Houston_TX,98.71,37.06,COAST,26231.1,6,2,6,False,23,157
2024-06-05 07:00:00,Houston_TX,103.52,39.73,COAST,25796.6,7,2,6,False,23,157
2024-06-05 08:00:00,Houston_TX,101.27,38.48,COAST,26435.9,8,2,6,False,23,157
2024-06-05 09:00:00,Houston_TX,104.75,40.41,COAST,26890.7,9,2,6,False,23,157
2024-06-05 10:00:00,Houston_TX,104.16,40.09,COAST,26851.2,10,2,6,False,23,157
2024-06-05 11:00:00,Houston_TX,106.48,41.38,COAST,28049.5,11,2,6,False,23,157
2024-06-05 12:00:00,Houston_TX,109.7,43.17,COAST,27683.8,12,2,6,False,23,157
2024-06-05 13:00:00,Houston_TX,103.01,39.45,COAST,28232.5,13,2,6,False,23,157
2024-06-05 14:00:00,Houston_TX,107.62,42.01,COAST,28292.7,14,2,6,False,23,157
2024-06-05 15:00:00,Houston_TX,105.85,41.03,COAST,27262.4,15,2,6,False,23,157
2024-06-05 16:00:00,Houston_TX,102.12,38.95,COAST,27983.9,16,2,6,False,23,157
2024-06-05 17:00:00,Houston_TX,98.06,36.7,COAST,27241.9,17,2,6,False,23,157
2024-06-05 18:00:00,Houston_TX,99.78,37.66,COAST,27876.4,18,2,6,False,23,157
2024-06-05 19:00:00,Houston_TX,96.21,35.67,COAST,28382.7,19,2,6,False,23,157
2024-06-05 20:00:00,Houston_TX,96.18,35.66,COAST,27401.0,20,2,6,False,23,157
2024-06-05 21:00:00,Houston_TX,94.0,34.44,COAST,27285.3,21,2,6,False,23,157
2024-06-05 22:00:00,Houston_TX,96.68,35.93,COAST,27472.1,22,2,6,False,23,157
2024-06-05 23:00:00,Houston_TX,91.28,32.93,COAST,27458.3,23,2,6,False,23,157
2024-06-06 00:00:00,Houston_TX,89.08,31.71,COAST,26207.5,0,3,6,False,23,158
2024-06-06 01:00:00,Houston_TX,92.36,33.53,COAST,26247.7,1,3,6,False,23,158
2024-06-06 02:00:00,Houston_TX,93.26,34.03,COAST,26673.6,2,3,6,False,23,158
2024-06-06 03:00:00,Houston_TX,97.38,36.32,COAST,26451.6,3,3,6,False,23,158
2024-06-06 04:00:00,Houston_TX,97.72,36.51,COAST,26235.9,4,3,6,False,23,158
2024-06-06 05:00:00,Houston_TX,98.46,36.92,COAST,26475.8,5,3,6,False,23,158
2024-06-06 06:00:00,Houston_TX,103.29,39.61,COAST,26380.4,6,3,6,False,23,158
2024-06-06 07:00:00,Houston_TX,98.73,37.07,COAST,26451.9,7,3,6,False,23,158
2024-06-06 08:00:00,Houston_TX,102.04,38.91,COAST,27348.8,8,3,6,False,23,158
2024-06-06 09:00:00,Houston_TX,102.98,39.43,COAST,26624.6,9,3,6,False,23,158
2024-06-06 10:00:00,Houston_TX,105.59,40.88,COAST,26729.1,10,3,6,False,23,158
2024-06-06 11:00:00,Houston_TX,103.92,39.96,COAST,27708.8,11,3,6,False,23,158
2024-06-06 12:00:00,Houston_TX,109.22,42.9,COAST,27059.4,12,3,6,False,23,158
2024-06-06 13:00:00,Houston_TX,106.81,41.56,COAST,28228.0,13,3,6,False,23,158
2024-06-06 14:00:00,Houston_TX,102.89,39.38,COAST,27660.7,14,3,6,False,23,158
2024-06-06 15:00:00,Houston_TX,102.75,39.31,COAST,27966.2,15,3,6,False,23,158
2024-06-06 16:00:00,Houston_TX,104.42,40.23,COAST,28428.5,16,3,6,False,23,158
2024-06-06 17:00:00,Houston_TX,103.8,39.89,COAST,28818.6,17,3,6,False,23,158
2024-06-06 18:00:00,Houston_TX,104.63,40.35,COAST,28533.8,18,3,6,False,23,158
2024-06-06 19:00:00,Houston_TX,104.85,40.47,COAST,27855.2,19,3,6,False,23,158
2024-06-06 20:00:00,Houston_TX,96.67,35.93,COAST,27591.8,20,3,6,False,23,158
2024-06-06 21:00:00,Houston_TX,91.51,33.06,COAST,27679.0,21,3,6,False,23,158
2024-06-06 22:00:00,Houston_TX,87.38,30.77,COAST,27395.6,22,3,6,False,23,158
2024-06-06 23:00:00,Houston_TX,92.58,33.65,COAST,26886.4,23,3,6,False,23,158
2024-06-07 00:00:00,Houston_TX,89.64,32.02,COAST,26514.3,0,4,6,False,23,159
2024-06-07 01:00:00,Houston_TX,90.9,32.72,COAST,26747.6,1,4,6,False,23,159
2024-06-07 02:00:00,Houston_TX,91.21,32.89,COAST,26416.6,2,4,6,False,23,159
2024-06-07 03:00:00,Houston_TX,93.66,34.26,COAST,26975.6,3,4,6,False,23,159
2024-06-07 04:00:00,Houston_TX,98.33,36.85,COAST,26514.1,4,4,6,False,23,159
2024-06-07 05:00:00,Houston_TX,97.99,36.66,COAST,26287.7,5,4,6,False,23,159
2024-06-07 06:00:00,Houston_TX,99.27,37.37,COAST,26390.1,6,4,6,False,23,159
2024-06-07 07:00:00,Houston_TX,99.15,37.31,COAST,26126.0,7,4,6,False,23,159
2024-06-07 08:00:00,Houston_TX,99.48,37.49,COAST,26135.8,8,4,6,False,23,159
2024-06-07 09:00:00,Houston_TX,104.11,40.06,COAST,26937.3,9,4,6,False,23,159
2024-06-07 10:00:00,Houston_TX,106.46,41.37,COAST,26603.7,10,4,6,False,23,159
2024-06-07 11:00:00,Houston_TX,111.82,44.34,COAST,27000.0,11,4,6,False,23,159
2024-06-07 12:00:00,Houston_TX,107.99,42.22,COAST,27306.0,12,4,6,False,23,159
2024-06-07 13:00:00,Houston_TX,109.85,43.25,COAST,27694.0,13,4,6,False,23,159
2024-06-07 14:00:00,Houston_TX,105.35,40.75,COAST,27922.8,14,4,6,False,23,159
2024-06-07 15:00:00,Houston_TX,102.36,39.09,COAST,27958.4,15,4,6,False,23,159
2024-06-07 16:00:00,Houston_TX,101.26,38.48,COAST,27362.5,16,4,6,False,23,159
2024-06-07 17:00:00,Houston_TX,99.93,37.74,COAST,28250.7,17,4,6,False,23,159
2024-06-07 18:00:00,Houston_TX,104.99,40.55,COAST,27824.8,18,4,6,False,23,159
2024-06-07 19:00:00,Houston_TX,95.54,35.3,COAST,27892.1,19,4,6,False,23,159
2024-06-07 20:00:00,Houston_TX,97.76,36.54,COAST,28134.9,20,4,6,False,23,159
2024-06-07 21:00:00,Houston_TX,91.75,33.2,COAST,27861.9,21,4,6,False,23,159
2024-06-07 22:00:00,Houston_TX,95.07,35.04,COAST,27429.8,22,4,6,False,23,159
2024-06-07 23:00:00,Houston_TX,92.9,33.83,COAST,27345.6,23,4,6,False,23,159
2024-06-08 00:00:00,Houston_TX,91.31,32.95,COAST,22592.6,0,5,6,True,23,160
2024-06-08 01:00:00,Houston_TX,91.87,33.26,COAST,23265.9,1,5,6,True,23,160
2024-06-08 02:00:00,Houston_TX,91.13,32.85,COAST,23437.8,2,5,6,True,23,160
2024-06-08 03:00:00,Houston_TX,95.16,35.09,COAST,22905.5,3,5,6,True,23,160
2024-06-08 04:00:00,Houston_TX,94.56,34.76,COAST,23350.0,4,5,6,True,23,160
2024-06-08 05:00:00,Houston_TX,94.56,34.76,COAST,23035.7,5,5,6,True,23,160
2024-06-08 06:00:00,Houston_TX,96.5,35.84,COAST,23588.2,6,5,6,True,23,160
2024-06-08 07:00:00,Houston_TX,102.2,39.0,COAST,23631.4,7,5,6,True,23,160
2024-06-08 08:00:00,Houston_TX,107.65,42.03,COAST,23148.6,8,5,6,True,23,160
2024-06-08 09:00:00,Houston_TX,105.76,40.98,COAST,24122.2,9,5,6,True,23,160
2024-06-08 10:00:00,Houston_TX,106.33,41.29,COAST,23635.6,10,5,6,True,23,160
2024-06-08 11:00:00,Houston_TX,108.14,42.3,COAST,24710.9,11,5,6,True,23,160
2024-06-08 12:00:00,Houston_TX,110.96,43.87,COAST,23864.0,12,5,6,True,23,160
2024-06-08 13:00:00,Houston_TX,107.97,42.21,COAST,24260.7,13,5,6,True,23,160
2024-06-08 14:00:00,Houston_TX,105.6,40.89,COAST,24495.0,14,5,6,True,23,160
2024-06-08 15:00:00,Houston_TX,108.12,42.29,COAST,24283.9,15,5,6,True,23,160
2024-06-08 16:00:00,Houston_TX,104.77,40.43,COAST,24068.6,16,5,6,True,23,160
2024-06-08 17:00:00,Houston_TX,105.61,40.89,COAST,24613.5,17,5,6,True,23,160
2024-06-08 18:00:00,Houston_TX,100.16,37.86,COAST,25190.6,18,5,6,True,23,160
2024-06-08 19:00:00,Houston_TX,94.57,34.76,COAST,24452.8,19,5,6,True,23,160
2024-06-08 20:00:00,Houston_TX,92.28,33.49,COAST,24279.1,20,5,6,True,23,160
2024-06-08 21:00:00,Houston_TX,98.17,36.76,COAST,24841.9,21,5,6,True,23,160
2024-06-08 22:00:00,Houston_TX,97.08,36.16,COAST,24258.1,22,5,6,True,23,160
2024-06-08 23:00:00,Houston_TX,91.52,33.07,COAST,24167.1,23,5,6,True,23,160
2024-06-09 00:00:00,Houston_TX,90.77,32.65,COAST,23527.8,0,6,6,True,23,161
2024-06-09 01:00:00,Houston_TX,95.65,35.36,COAST,22825.0,1,6,6,True,23,161
2024-06-09 02:00:00,Houston_TX,90.03,32.24,COAST,23237.9,2,6,6,True,23,161
2024-06-09 03:00:00,Houston_TX,91.83,33.24,COAST,23248.1,3,6,6,True,23,161
2024-06-09 04:00:00,Houston_TX,97.34,36.3,COAST,23124.5,4,6,6,True,23,161
2024-06-09 05:00:00,Houston_TX,96.67,35.93,COAST,22750.8,5,6,6,True,23,161
2024-06-09 06:00:00,Houston_TX,99.71,37.62,COAST,23373.5,6,6,6,True,23,161
2024-06-09 07:00:00,Houston_TX,101.39,38.55,COAST,22524.6,7,6,6,True,23,161
2024-06-09 08:00:00,Houston_TX,104.57,40.32,COAST,22987.7,8,6,6,True,23,161
2024-06-09 09:00:00,Houston_TX,108.9,42.72,COAST,23213.3,9,6,6,True,23,161
2024-06-09 10:00:00,Houston_TX,106.88,41.6,COAST,23546.7,10,6,6,True,23,161
2024-06-09 11:00:00,Houston_TX,109.06,42.81,COAST,24222.6,11,6,6,True,23,161
2024-06-09 12:00:00,Houston_TX,102.6,39.22,COAST,24723.3,12,6,6,True,23,161
2024-06-09 13:00:00,Houston_TX,107.33,41.85,COAST,24924.1,13,6,6,True,23,161
2024-06-09 14:00:00,Houston_TX,104.55,40.3,COAST,24732.2,14,6,6,True,23,161
2024-06-09 15:00:00,Houston_TX,102.34,39.08,COAST,24760.1,15,6,6,True,23,161
2024-06-09 16:00:00,Houston_TX,101.53,38.63,COAST,23824.2,16,6,6,True,23,161
2024-06-09 17:00:00,Houston_TX,100.96,38.31,COAST,25385.4,17,6,6,True,23,161
2024-06-09 18:00:00,Houston_TX,102.02,38.9,COAST,25810.4,18,6,6,True,23,161
2024-06-09 19:00:00,Houston_TX,94.34,34.63,COAST,24765.4,19,6,6,True,23,161
2024-06-09 20:00:00,Houston_TX,95.8,35.45,COAST,24503.3,20,6,6,True,23,161
2024-06-09 21:00:00,Houston_TX,92.86,33.81,COAST,24514.7,21,6,6,True,23,161
2024-06-09 22:00:00,Houston_TX,91.98,33.32,COAST,24352.1,22,6,6,True,23,161
2024-06-09 23:00:00,Houston_TX,94.51,34.73,COAST,23940.1,23,6,6,True,23,161
2024-06-10 00:00:00,Houston_TX,93.1,33.94,COAST,26200.5,0,0,6,False,24,162
2024-06-10 01:00:00,Houston_TX,95.37,35.21,COAST,26494.7,1,0,6,False,24,162
2024-06-10 02:00:00,Houston_TX,92.44,33.58,COAST,25801.3,2,0,6,False,24,162
2024-06-10 03:00:00,Houston_TX,92.36,33.53,COAST,25597.0,3,0,6,False,24,162
2024-06-10 04:00:00,Houston_TX,95.2,35.11,COAST,26894.4,4,0,6,False,24,162
2024-06-10 05:00:00,Houston_TX,98.29,36.83,COAST,26166.8,5,0,6,False,24,162
2024-06-10 06:00:00,Houston_TX,100.2,37.89,COAST,26636.4,6,0,6,False,24,162
2024-06-10 07:00:00,Houston_TX,99.11,37.29,COAST,26971.8,7,0,6,False,24,162
2024-06-10 08:00:00,Houston_TX,103.98,39.99,COAST,27036.4,8,0,6,False,24,162
2024-06-10 09:00:00,Houston_TX,105.98,41.1,COAST,26525.3,9,0,6,False,24,162
2024-06-10 10:00:00,Houston_TX,112.98,44.99,COAST,27074.9,10,0,6,False,24,162
2024-06-10 11:00:00,Houston_TX,112.17,44.54,COAST,26676.9,11,0,6,False,24,162
2024-06-10 12:00:00,Houston_TX,105.62,40.9,COAST,27299.8,12,0,6,False,24,162
2024-06-10 13:00:00,Houston_TX,106.76,41.54,COAST,27958.4,13,0,6,False,24,162
2024-06-10 14:00:00,Houston_TX,103.02,39.46,COAST,27751.1,14,0,6,False,24,162
2024-06-10 15:00:00,Houston_TX,103.94,39.96,COAST,26796.1,15,0,6,False,24,162
2024-06-10 16:00:00,Houston_TX,104.54,40.3,COAST,27234.5,16,0,6,False,24,162
2024-06-10 17:00:00,Houston_TX,104.84,40.47,COAST,28012.7,17,0,6,False,24,162
2024-06-10 18:00:00,Houston_TX,97.93,36.63,COAST,28668.3,18,0,6,False,24,162
2024-06-10 19:00:00,Houston_TX,96.05,35.58,COAST,28016.3,19,0,6,False,24,162
2024-06-10 20:00:00,Houston_TX,90.39,32.44,COAST,27794.8,20,0,6,False,24,162
2024-06-10 21:00:00,Houston_TX,93.69,34.27,COAST,27013.6,21,0,6,False,24,162
2024-06-10 22:00:00,Houston_TX,90.17,32.32,COAST,27400.2,22,0,6,False,24,162
2024-06-10 23:00:00,Houston_TX,90.7,32.61,COAST,26233.3,23,0,6,False,24,162
2024-06-11 00:00:00,Houston_TX,89.59,31.99,COAST,26486.7,0,1,6,False,24,163
2024-06-11 01:00:00,Houston_TX,91.82,33.23,COAST,26821.7,1,1,6,False,24,163
2024-06-11 02:00:00,Houston_TX,88.46,31.37,COAST,26023.0,2,1,6,False,24,163
2024-06-11 03:00:00,Houston_TX,90.46,32.48,COAST,26783.8,3,1,6,False,24,163
2024-06-11 04:00:00,Houston_TX,101.1,38.39,COAST,26062.0,4,1,6,False,24,163
2024-06-11 05:00:00,Houston_TX,94.49,34.72,COAST,26408.9,5,1,6,False,24,163
2024-06-11 06:00:00,Houston_TX,97.04,36.13,COAST,26295.6,6,1,6,False,24,163
2024-06-11 07:00:00,Houston_TX,106.44,41.36,COAST,26387.5,7,1,6,False,24,163
2024-06-11 08:00:00,Houston_TX,111.04,43.91,COAST,27159.1,8,1,6,False,24,163
2024-06-11 09:00:00,Houston_TX,102.51,39.17,COAST,27099.2,9,1,6,False,24,163
2024-06-11 10:00:00,Houston_TX,105.79,40.99,COAST,26673.9,10,1,6,False,24,163
2024-06-11 11:00:00,Houston_TX,108.36,42.42,COAST,26037.3,11,1,6,False,24,163
2024-06-11 12:00:00,Houston_TX,112.1,44.5,COAST,27699.6,12,1,6,False,24,163
2024-06-11 13:00:00,Houston_TX,105.04,40.58,COAST,27845.6,13,1,6,False,24,163
2024-06-11 14:00:00,Houston_TX,106.1,41.16,COAST,27804.5,14,1,6,False,24,163
2024-06-11 15:00:00,Houston_TX,107.38,41.88,COAST,27713.4,15,1,6,False,24,163
2024-06-11 16:00:00,Houston_TX,104.87,40.48,COAST,28774.4,16,1,6,False,24,163
2024-06-11 17:00:00,Houston_TX,100.91,38.28,COAST,27618.4,17,1,6,False,24,163
2024-06-11 18:00:00,Houston_TX,99.45,37.47,COAST,27821.2,18,1,6,False,24,163
2024-06-11 19:00:00,Houston_TX,94.27,34.6,COAST,27350.1,19,1,6,False,24,163
2024-06-11 20:00:00,Houston_TX,95.19,35.1,COAST,27886.9,20,1,6,False,24,163
2024-06-11 21:00:00,Houston_TX,93.46,34.14,COAST,27353.4,21,1,6,False,24,163
2024-06-11 22:00:00,Houston_TX,93.43,34.13,COAST,28186.1,22,1,6,False,24,163
2024-06-11 23:00:00,Houston_TX,90.67,32.59,COAST,27150.5,23,1,6,False,24,163
2024-06-12 00:00:00,Houston_TX,92.99,33.88,COAST,26254.5,0,2,6,False,24,164
2024-06-12 01:00:00,Houston_TX,94.61,34.78,COAST,26579.1,1,2,6,False,24,164
2024-06-12 02:00:00,Houston_TX,93.27,34.04,COAST,26057.1,2,2,6,False,24,164
2024-06-12 03:00:00,Houston_TX,95.03,35.02,COAST,25916.4,3,2,6,False,24,164
2024-06-12 04:00:00,Houston_TX,95.94,35.52,COAST,26564.0,4,2,6,False,24,164
2024-06-12 05:00:00,Houston_TX,97.74,36.52,COAST,26154.4,5,2,6,False,24,164
2024-06-12 06:00:00,Houston_TX,98.0,36.67,COAST,26740.4,6,2,6,False,24,164
2024-06-12 07:00:00,Houston_TX,102.67,39.26,COAST,26483.9,7,2,6,False,24,164
2024-06-12 08:00:00,Houston_TX,103.56,39.76,COAST,26594.9,8,2,6,False,24,164
2024-06-12 09:00:00,Houston_TX,110.7,43.72,COAST,26774.0,9,2,6,False,24,164
2024-06-12 10:00:00,Houston_TX,110.67,43.7,COAST,26910.5,10,2,6,False,24,164
2024-06-12 11:00:00,Houston_TX,108.5,42.5,COAST,27306.3,11,2,6,False,24,164
2024-06-12 12:00:00,Houston_TX,105.9,41.05,COAST,27182.8,12,2,6,False,24,164
2024-06-12 13:00:00,Houston_TX,104.75,40.42,COAST,26756.9,13,2,6,False,24,164
2024-06-12 14:00:00,Houston_TX,109.71,43.17,COAST,27769.5,14,2,6,False,24,164
2024-06-12 15:00:00,Houston_TX,106.12,41.18,COAST,27752.4,15,2,6,False,24,164
2024-06-12 16:00:00,Houston_TX,105.01,40.56,COAST,27584.2,16,2,6,False,24,164
2024-06-12 17:00:00,Houston_TX,97.52,36.4,COAST,28645.6,17,2,6,False,24,164
2024-06-12 18:00:00,Houston_TX,102.12,38.96,COAST,27982.9,18,2,6,False,24,164
